Source,Target,Weight,Type
user_77702,user_312587,1,Undirected
user_77702,user_300531,1,Undirected
user_350458,user_124440,1,Undirected
user_350458,user_312587,1,Undirected
user_350458,user_300531,1,Undirected
user_350458,user_247821,1,Undirected
user_350458,user_180478,1,Undirected
user_350458,user_192811,1,Undirected
user_350458,user_332110,1,Undirected
user_350458,user_193907,1,Undirected
user_350458,user_449331,1,Undirected
user_350458,user_44942,1,Undirected
user_350458,user_199455,1,Undirected
user_195588,user_334029,1,Undirected
user_195588,user_265453,1,Undirected
user_31999,user_267428,1,Undirected
user_31999,user_390465,1,Undirected
user_31999,user_474335,1,Undirected
user_338533,user_325697,1,Undirected
user_338533,user_338876,1,Undirected
user_338533,user_236093,1,Undirected
user_338533,user_88828,1,Undirected
user_338533,user_320536,1,Undirected
user_473437,user_186180,1,Undirected
user_473437,user_214222,1,Undirected
user_473437,user_61,1,Undirected
user_461681,user_434386,1,Undirected
user_461681,user_219029,1,Undirected
user_461681,user_302104,1,Undirected
user_186180,user_214222,1,Undirected
user_186180,user_61,1,Undirected
user_186180,user_484629,1,Undirected
user_186180,user_113510,1,Undirected
user_186180,user_228143,1,Undirected
user_186180,user_260727,1,Undirected
user_186180,user_34137,1,Undirected
user_398048,user_277452,1,Undirected
user_124440,user_312587,1,Undirected
user_124440,user_300531,1,Undirected
user_124440,user_438134,1,Undirected
user_124440,user_271488,1,Undirected
user_124440,user_397268,1,Undirected
user_124440,user_204020,1,Undirected
user_197948,user_126616,1,Undirected
user_197948,user_228622,1,Undirected
user_126616,user_228622,1,Undirected
user_434386,user_219029,1,Undirected
user_434386,user_302104,1,Undirected
user_267428,user_390465,1,Undirected
user_267428,user_474335,1,Undirected
user_361002,user_240124,1,Undirected
user_361002,user_361776,1,Undirected
user_312587,user_300531,1,Undirected
user_108004,user_366440,1,Undirected
user_108004,user_412395,1,Undirected
user_348120,user_126233,1,Undirected
user_219029,user_302104,1,Undirected
user_390465,user_474335,1,Undirected
user_46753,user_278143,1,Undirected
user_46753,user_40606,1,Undirected
user_278143,user_40606,1,Undirected
user_366440,user_412395,1,Undirected
user_334029,user_265453,1,Undirected
user_325697,user_338876,1,Undirected
user_325697,user_236093,1,Undirected
user_325697,user_88828,1,Undirected
user_325697,user_320536,1,Undirected
user_338876,user_236093,1,Undirected
user_338876,user_88828,1,Undirected
user_338876,user_320536,1,Undirected
user_298900,user_258969,1,Undirected
user_298900,user_114146,1,Undirected
user_298900,user_113447,1,Undirected
user_298900,user_340596,1,Undirected
user_298900,user_138002,1,Undirected
user_236093,user_88828,1,Undirected
user_236093,user_320536,1,Undirected
user_214222,user_61,1,Undirected
user_258969,user_114146,1,Undirected
user_258969,user_113447,1,Undirected
user_258969,user_340596,1,Undirected
user_258969,user_138002,1,Undirected
user_425828,user_42809,1,Undirected
user_37701,user_403173,1,Undirected
user_37701,user_170637,1,Undirected
user_37701,user_400474,1,Undirected
user_37701,user_430294,1,Undirected
user_37701,user_203576,1,Undirected
user_37701,user_484698,1,Undirected
user_37701,user_473594,1,Undirected
user_269877,user_11294,1,Undirected
user_269877,user_13813,1,Undirected
user_269877,user_41411,1,Undirected
user_269877,user_289408,1,Undirected
user_269877,user_117793,1,Undirected
user_448138,user_483153,1,Undirected
user_448138,user_49496,1,Undirected
user_448138,user_310167,1,Undirected
user_448138,user_339537,1,Undirected
user_448138,user_381800,1,Undirected
user_11294,user_13813,1,Undirected
user_11294,user_41411,1,Undirected
user_11294,user_289408,1,Undirected
user_11294,user_117793,1,Undirected
user_90897,user_116112,1,Undirected
user_90897,user_338446,1,Undirected
user_90897,user_266268,1,Undirected
user_187934,user_113759,1,Undirected
user_187934,user_120757,1,Undirected
user_187934,user_463934,1,Undirected
user_331974,user_314339,1,Undirected
user_497438,user_162052,1,Undirected
user_497438,user_297796,1,Undirected
user_497438,user_272117,1,Undirected
user_403173,user_170637,1,Undirected
user_403173,user_400474,1,Undirected
user_403173,user_430294,1,Undirected
user_403173,user_203576,1,Undirected
user_403173,user_484698,1,Undirected
user_403173,user_473594,1,Undirected
user_105616,user_390410,1,Undirected
user_105616,user_305680,1,Undirected
user_105616,user_24234,1,Undirected
user_105616,user_301139,1,Undirected
user_483153,user_49496,1,Undirected
user_483153,user_310167,1,Undirected
user_483153,user_339537,1,Undirected
user_483153,user_381800,1,Undirected
user_344376,user_94926,1,Undirected
user_344376,user_386109,1,Undirected
user_344376,user_23723,1,Undirected
user_170637,user_400474,1,Undirected
user_170637,user_430294,1,Undirected
user_170637,user_203576,1,Undirected
user_170637,user_484698,1,Undirected
user_170637,user_473594,1,Undirected
user_170637,user_159423,1,Undirected
user_170637,user_394502,1,Undirected
user_344203,user_421131,1,Undirected
user_344203,user_178114,1,Undirected
user_344203,user_485809,1,Undirected
user_344203,user_449994,1,Undirected
user_344203,user_275531,1,Undirected
user_344203,user_102457,1,Undirected
user_344203,user_222813,1,Undirected
user_49496,user_310167,1,Undirected
user_49496,user_339537,1,Undirected
user_49496,user_381800,1,Undirected
user_174626,user_413661,1,Undirected
user_384373,user_196778,1,Undirected
user_421131,user_178114,1,Undirected
user_421131,user_485809,1,Undirected
user_421131,user_449994,1,Undirected
user_421131,user_275531,1,Undirected
user_421131,user_102457,1,Undirected
user_421131,user_222813,1,Undirected
user_113759,user_120757,1,Undirected
user_113759,user_463934,1,Undirected
user_113759,user_59940,1,Undirected
user_51897,user_250926,1,Undirected
user_51897,user_257896,1,Undirected
user_51897,user_85729,1,Undirected
user_51897,user_306319,1,Undirected
user_116112,user_338446,1,Undirected
user_116112,user_266268,1,Undirected
user_152201,user_477180,1,Undirected
user_152201,user_300381,1,Undirected
user_247983,user_363594,1,Undirected
user_251542,user_179887,1,Undirected
user_55870,user_411178,1,Undirected
user_219503,user_403102,1,Undirected
user_219503,user_183465,1,Undirected
user_219503,user_262813,1,Undirected
user_341793,user_93024,1,Undirected
user_341793,user_150062,1,Undirected
user_341793,user_208081,1,Undirected
user_341793,user_426021,1,Undirected
user_400474,user_430294,1,Undirected
user_400474,user_203576,1,Undirected
user_400474,user_484698,1,Undirected
user_400474,user_473594,1,Undirected
user_390410,user_305680,1,Undirected
user_390410,user_24234,1,Undirected
user_390410,user_301139,1,Undirected
user_94926,user_386109,1,Undirected
user_94926,user_23723,1,Undirected
user_99559,user_265477,1,Undirected
user_267992,user_154836,1,Undirected
user_430294,user_203576,1,Undirected
user_430294,user_484698,1,Undirected
user_430294,user_473594,1,Undirected
user_430294,user_17305,1,Undirected
user_13813,user_41411,1,Undirected
user_13813,user_289408,1,Undirected
user_13813,user_117793,1,Undirected
user_66742,user_432983,1,Undirected
user_66742,user_250457,1,Undirected
user_491342,user_110033,1,Undirected
user_432983,user_250457,1,Undirected
user_178114,user_485809,1,Undirected
user_178114,user_449994,1,Undirected
user_178114,user_275531,1,Undirected
user_178114,user_102457,1,Undirected
user_178114,user_222813,1,Undirected
user_72156,user_461982,1,Undirected
user_41411,user_289408,1,Undirected
user_41411,user_117793,1,Undirected
user_120757,user_463934,1,Undirected
user_413191,user_427556,1,Undirected
user_413191,user_317459,1,Undirected
user_413191,user_455916,1,Undirected
user_413191,user_255372,1,Undirected
user_93024,user_150062,1,Undirected
user_93024,user_208081,1,Undirected
user_93024,user_426021,1,Undirected
user_477180,user_300381,1,Undirected
user_477180,user_114494,1,Undirected
user_477180,user_365469,1,Undirected
user_477180,user_363012,1,Undirected
user_386109,user_23723,1,Undirected
user_427556,user_317459,1,Undirected
user_427556,user_455916,1,Undirected
user_427556,user_255372,1,Undirected
user_150062,user_208081,1,Undirected
user_150062,user_426021,1,Undirected
user_485809,user_449994,1,Undirected
user_485809,user_275531,1,Undirected
user_485809,user_102457,1,Undirected
user_485809,user_222813,1,Undirected
user_485809,user_384322,1,Undirected
user_485809,user_305054,1,Undirected
user_485809,user_263521,1,Undirected
user_162052,user_297796,1,Undirected
user_162052,user_272117,1,Undirected
user_162052,user_462874,1,Undirected
user_162052,user_212306,1,Undirected
user_162052,user_432890,1,Undirected
user_162052,user_289807,1,Undirected
user_203576,user_484698,1,Undirected
user_203576,user_473594,1,Undirected
user_463934,user_326534,1,Undirected
user_463934,user_423475,1,Undirected
user_463934,user_402494,1,Undirected
user_463934,user_135042,1,Undirected
user_463934,user_5795,1,Undirected
user_463934,user_179664,1,Undirected
user_463934,user_176236,1,Undirected
user_338446,user_266268,1,Undirected
user_310167,user_339537,1,Undirected
user_310167,user_381800,1,Undirected
user_339537,user_381800,1,Undirected
user_449994,user_275531,1,Undirected
user_449994,user_102457,1,Undirected
user_449994,user_222813,1,Undirected
user_449994,user_493416,1,Undirected
user_403102,user_183465,1,Undirected
user_403102,user_262813,1,Undirected
user_250926,user_257896,1,Undirected
user_250926,user_85729,1,Undirected
user_250926,user_306319,1,Undirected
user_484698,user_473594,1,Undirected
user_275531,user_102457,1,Undirected
user_275531,user_222813,1,Undirected
user_317459,user_455916,1,Undirected
user_317459,user_255372,1,Undirected
user_455916,user_255372,1,Undirected
user_297796,user_272117,1,Undirected
user_208081,user_426021,1,Undirected
user_257896,user_85729,1,Undirected
user_257896,user_306319,1,Undirected
user_102457,user_222813,1,Undirected
user_85729,user_306319,1,Undirected
user_300394,user_305847,1,Undirected
user_300394,user_350137,1,Undirected
user_222813,user_194222,1,Undirected
user_222813,user_460136,1,Undirected
user_305680,user_24234,1,Undirected
user_305680,user_301139,1,Undirected
user_24234,user_301139,1,Undirected
user_126857,user_185063,1,Undirected
user_126857,user_213387,1,Undirected
user_470766,user_383581,1,Undirected
user_470766,user_113214,1,Undirected
user_470766,user_495861,1,Undirected
user_308426,user_486150,1,Undirected
user_308426,user_135879,1,Undirected
user_308426,user_79887,1,Undirected
user_150098,user_55820,1,Undirected
user_150098,user_56686,1,Undirected
user_150098,user_72101,1,Undirected
user_150098,user_142096,1,Undirected
user_150098,user_358076,1,Undirected
user_427910,user_246060,1,Undirected
user_427910,user_388955,1,Undirected
user_427910,user_29190,1,Undirected
user_427910,user_388763,1,Undirected
user_219588,user_300854,1,Undirected
user_491024,user_158566,1,Undirected
user_491024,user_233644,1,Undirected
user_491024,user_170372,1,Undirected
user_491024,user_106232,1,Undirected
user_491024,user_444116,1,Undirected
user_491024,user_466651,1,Undirected
user_491024,user_226203,1,Undirected
user_491024,user_141439,1,Undirected
user_85908,user_336322,1,Undirected
user_85908,user_282353,1,Undirected
user_85908,user_215514,1,Undirected
user_85908,user_229864,1,Undirected
user_246060,user_388955,1,Undirected
user_246060,user_29190,1,Undirected
user_246060,user_388763,1,Undirected
user_6298,user_70697,1,Undirected
user_6298,user_141556,1,Undirected
user_6298,user_188796,1,Undirected
user_6298,user_433192,1,Undirected
user_176240,user_191640,1,Undirected
user_95255,user_56669,1,Undirected
user_95255,user_142154,1,Undirected
user_116293,user_190665,1,Undirected
user_66288,user_61689,1,Undirected
user_66288,user_183525,1,Undirected
user_66288,user_200563,1,Undirected
user_66288,user_140524,1,Undirected
user_20540,user_59150,1,Undirected
user_20540,user_127283,1,Undirected
user_20540,user_59278,1,Undirected
user_20540,user_249711,1,Undirected
user_453499,user_23741,1,Undirected
user_453499,user_231783,1,Undirected
user_453499,user_484608,1,Undirected
user_453499,user_233327,1,Undirected
user_158566,user_233644,1,Undirected
user_158566,user_170372,1,Undirected
user_158566,user_106232,1,Undirected
user_158566,user_444116,1,Undirected
user_158566,user_466651,1,Undirected
user_158566,user_226203,1,Undirected
user_158566,user_141439,1,Undirected
user_254306,user_344742,1,Undirected
user_254306,user_388621,1,Undirected
user_486150,user_135879,1,Undirected
user_486150,user_79887,1,Undirected
user_127241,user_110725,1,Undirected
user_217529,user_293526,1,Undirected
user_217529,user_342578,1,Undirected
user_217529,user_356912,1,Undirected
user_217529,user_163717,1,Undirected
user_217529,user_173921,1,Undirected
user_233644,user_170372,1,Undirected
user_233644,user_106232,1,Undirected
user_233644,user_444116,1,Undirected
user_233644,user_466651,1,Undirected
user_233644,user_226203,1,Undirected
user_233644,user_141439,1,Undirected
user_233644,user_466416,1,Undirected
user_5093,user_294793,1,Undirected
user_5093,user_235140,1,Undirected
user_5093,user_162745,1,Undirected
user_5093,user_285471,1,Undirected
user_5093,user_155105,1,Undirected
user_5093,user_85608,1,Undirected
user_5093,user_255358,1,Undirected
user_59150,user_127283,1,Undirected
user_59150,user_59278,1,Undirected
user_59150,user_249711,1,Undirected
user_344742,user_388621,1,Undirected
user_70159,user_453015,1,Undirected
user_170372,user_106232,1,Undirected
user_170372,user_444116,1,Undirected
user_170372,user_466651,1,Undirected
user_170372,user_226203,1,Undirected
user_170372,user_141439,1,Undirected
user_336322,user_282353,1,Undirected
user_336322,user_215514,1,Undirected
user_336322,user_229864,1,Undirected
user_70697,user_141556,1,Undirected
user_70697,user_188796,1,Undirected
user_70697,user_433192,1,Undirected
user_282353,user_215514,1,Undirected
user_282353,user_229864,1,Undirected
user_135879,user_79887,1,Undirected
user_198535,user_331469,1,Undirected
user_198535,user_141624,1,Undirected
user_23741,user_231783,1,Undirected
user_23741,user_484608,1,Undirected
user_23741,user_233327,1,Undirected
user_383581,user_113214,1,Undirected
user_383581,user_495861,1,Undirected
user_113214,user_495861,1,Undirected
user_293526,user_342578,1,Undirected
user_293526,user_356912,1,Undirected
user_293526,user_163717,1,Undirected
user_293526,user_173921,1,Undirected
user_61689,user_183525,1,Undirected
user_61689,user_200563,1,Undirected
user_61689,user_140524,1,Undirected
user_403918,user_133586,1,Undirected
user_403918,user_414163,1,Undirected
user_403918,user_356199,1,Undirected
user_215514,user_229864,1,Undirected
user_185063,user_213387,1,Undirected
user_56669,user_142154,1,Undirected
user_127283,user_59278,1,Undirected
user_127283,user_249711,1,Undirected
user_231783,user_484608,1,Undirected
user_231783,user_233327,1,Undirected
user_231783,user_418926,1,Undirected
user_231783,user_390423,1,Undirected
user_388955,user_29190,1,Undirected
user_388955,user_388763,1,Undirected
user_141556,user_188796,1,Undirected
user_141556,user_433192,1,Undirected
user_363745,user_275718,1,Undirected
user_188796,user_433192,1,Undirected
user_331469,user_141624,1,Undirected
user_342578,user_356912,1,Undirected
user_342578,user_163717,1,Undirected
user_342578,user_173921,1,Undirected
user_29190,user_388763,1,Undirected
user_29190,user_288236,1,Undirected
user_29190,user_422674,1,Undirected
user_29190,user_453998,1,Undirected
user_277220,user_493113,1,Undirected
user_484608,user_233327,1,Undirected
user_106232,user_444116,1,Undirected
user_106232,user_466651,1,Undirected
user_106232,user_226203,1,Undirected
user_106232,user_141439,1,Undirected
user_444116,user_466651,1,Undirected
user_444116,user_226203,1,Undirected
user_444116,user_141439,1,Undirected
user_356912,user_163717,1,Undirected
user_356912,user_173921,1,Undirected
user_42119,user_376422,1,Undirected
user_42119,user_451688,1,Undirected
user_23471,user_488409,1,Undirected
user_23471,user_135583,1,Undirected
user_423929,user_310264,1,Undirected
user_423929,user_36857,1,Undirected
user_423929,user_55172,1,Undirected
user_161452,user_340932,1,Undirected
user_161452,user_37550,1,Undirected
user_40065,user_436293,1,Undirected
user_40065,user_396059,1,Undirected
user_40065,user_235047,1,Undirected
user_361798,user_230484,1,Undirected
user_361798,user_406389,1,Undirected
user_361798,user_204097,1,Undirected
user_361798,user_102646,1,Undirected
user_361798,user_302641,1,Undirected
user_73549,user_410058,1,Undirected
user_73549,user_287330,1,Undirected
user_223232,user_17218,1,Undirected
user_196792,user_272125,1,Undirected
user_196792,user_341978,1,Undirected
user_196792,user_220140,1,Undirected
user_196792,user_400261,1,Undirected
user_411373,user_172767,1,Undirected
user_411373,user_497899,1,Undirected
user_411373,user_89280,1,Undirected
user_411373,user_30581,1,Undirected
user_411373,user_281908,1,Undirected
user_411373,user_44461,1,Undirected
user_411373,user_406712,1,Undirected
user_411373,user_276946,1,Undirected
user_411373,user_224391,1,Undirected
user_411373,user_70793,1,Undirected
user_411373,user_208706,1,Undirected
user_411373,user_420971,1,Undirected
user_411373,user_270151,1,Undirected
user_69884,user_261285,1,Undirected
user_69884,user_387530,1,Undirected
user_69884,user_89938,1,Undirected
user_172767,user_497899,1,Undirected
user_172767,user_89280,1,Undirected
user_107673,user_150845,1,Undirected
user_107673,user_131455,1,Undirected
user_107673,user_354870,1,Undirected
user_256943,user_88036,1,Undirected
user_256943,user_423869,1,Undirected
user_382044,user_450085,1,Undirected
user_121614,user_484096,1,Undirected
user_121614,user_367807,1,Undirected
user_121614,user_217829,1,Undirected
user_121614,user_66441,1,Undirected
user_121614,user_420404,1,Undirected
user_121614,user_350282,1,Undirected
user_117983,user_25863,1,Undirected
user_117983,user_155348,1,Undirected
user_117983,user_163244,1,Undirected
user_117983,user_6492,1,Undirected
user_376422,user_451688,1,Undirected
user_229743,user_102128,1,Undirected
user_229743,user_462131,1,Undirected
user_436293,user_396059,1,Undirected
user_436293,user_235047,1,Undirected
user_484096,user_367807,1,Undirected
user_484096,user_217829,1,Undirected
user_497899,user_89280,1,Undirected
user_306342,user_406505,1,Undirected
user_306342,user_250827,1,Undirected
user_367807,user_217829,1,Undirected
user_150845,user_131455,1,Undirected
user_150845,user_354870,1,Undirected
user_74321,user_271573,1,Undirected
user_74321,user_201158,1,Undirected
user_332640,user_346377,1,Undirected
user_410058,user_287330,1,Undirected
user_464763,user_270881,1,Undirected
user_131455,user_354870,1,Undirected
user_396059,user_235047,1,Undirected
user_488409,user_135583,1,Undirected
user_488409,user_59629,1,Undirected
user_25863,user_155348,1,Undirected
user_25863,user_163244,1,Undirected
user_271573,user_201158,1,Undirected
user_261285,user_387530,1,Undirected
user_261285,user_89938,1,Undirected
user_155348,user_163244,1,Undirected
user_64636,user_143086,1,Undirected
user_300666,user_224283,1,Undirected
user_406505,user_250827,1,Undirected
user_345702,user_289856,1,Undirected
user_3655,user_357326,1,Undirected
user_3655,user_178368,1,Undirected
user_3655,user_466816,1,Undirected
user_396183,user_279864,1,Undirected
user_172068,user_408212,1,Undirected
user_172068,user_99182,1,Undirected
user_172068,user_317359,1,Undirected
user_349585,user_112920,1,Undirected
user_415197,user_72935,1,Undirected
user_415197,user_432000,1,Undirected
user_415197,user_215191,1,Undirected
user_203914,user_162978,1,Undirected
user_203914,user_323605,1,Undirected
user_36318,user_40415,1,Undirected
user_36318,user_225609,1,Undirected
user_248368,user_44856,1,Undirected
user_248368,user_127877,1,Undirected
user_72935,user_432000,1,Undirected
user_72935,user_215191,1,Undirected
user_408212,user_99182,1,Undirected
user_408212,user_317359,1,Undirected
user_397518,user_81627,1,Undirected
user_44856,user_445473,1,Undirected
user_44856,user_194903,1,Undirected
user_44856,user_59999,1,Undirected
user_44856,user_253693,1,Undirected
user_285674,user_202275,1,Undirected
user_285674,user_453193,1,Undirected
user_285674,user_286044,1,Undirected
user_40415,user_225609,1,Undirected
user_151312,user_428111,1,Undirected
user_151312,user_249570,1,Undirected
user_151312,user_76939,1,Undirected
user_432000,user_215191,1,Undirected
user_201465,user_364784,1,Undirected
user_201465,user_494510,1,Undirected
user_36865,user_110728,1,Undirected
user_163533,user_437541,1,Undirected
user_74766,user_156679,1,Undirected
user_177235,user_357307,1,Undirected
user_199094,user_444283,1,Undirected
user_199094,user_122007,1,Undirected
user_301026,user_103642,1,Undirected
user_219423,user_149999,1,Undirected
user_69170,user_49185,1,Undirected
user_69170,user_429936,1,Undirected
user_410706,user_447781,1,Undirected
user_447781,user_426700,1,Undirected
user_447781,user_481278,1,Undirected
user_206748,user_118412,1,Undirected
user_206748,user_347947,1,Undirected
user_206748,user_257634,1,Undirected
user_7258,user_236289,1,Undirected
user_7258,user_201162,1,Undirected
user_7258,user_236441,1,Undirected
user_183792,user_74746,1,Undirected
user_173708,user_150543,1,Undirected
user_173708,user_214273,1,Undirected
user_408236,user_310328,1,Undirected
user_236289,user_201162,1,Undirected
user_236289,user_236441,1,Undirected
user_276523,user_175607,1,Undirected
user_408916,user_439512,1,Undirected
user_303108,user_28245,1,Undirected
user_331900,user_343132,1,Undirected
user_331900,user_305658,1,Undirected
user_461372,user_45056,1,Undirected
user_461372,user_331969,1,Undirected
user_461372,user_207496,1,Undirected
user_38246,user_15539,1,Undirected
user_388115,user_250836,1,Undirected
user_357676,user_270071,1,Undirected
user_137326,user_191197,1,Undirected
user_137326,user_306381,1,Undirected
user_35129,user_349413,1,Undirected
user_35129,user_240854,1,Undirected
user_16757,user_457650,1,Undirected
user_16757,user_421545,1,Undirected
user_294828,user_281886,1,Undirected
user_294828,user_468263,1,Undirected
user_294828,user_389196,1,Undirected
user_40076,user_30543,1,Undirected
user_40076,user_163477,1,Undirected
user_40076,user_231434,1,Undirected
user_40076,user_479933,1,Undirected
user_40076,user_194868,1,Undirected
user_349413,user_240854,1,Undirected
user_349413,user_410095,1,Undirected
user_349413,user_406073,1,Undirected
user_349413,user_61211,1,Undirected
user_349413,user_138604,1,Undirected
user_446581,user_273528,1,Undirected
user_446581,user_361584,1,Undirected
user_446581,user_81544,1,Undirected
user_273528,user_361584,1,Undirected
user_273528,user_81544,1,Undirected
user_342537,user_60409,1,Undirected
user_342537,user_415890,1,Undirected
user_457650,user_421545,1,Undirected
user_281886,user_468263,1,Undirected
user_361584,user_81544,1,Undirected
user_60409,user_415890,1,Undirected
user_198658,user_144707,1,Undirected
user_63197,user_257560,1,Undirected
user_63197,user_465625,1,Undirected
user_340473,user_335000,1,Undirected
user_340473,user_200922,1,Undirected
user_340473,user_472049,1,Undirected
user_444893,user_456200,1,Undirected
user_444893,user_327627,1,Undirected
user_444893,user_479972,1,Undirected
user_444893,user_370600,1,Undirected
user_444893,user_352437,1,Undirected
user_444893,user_375051,1,Undirected
user_444893,user_127526,1,Undirected
user_322580,user_385316,1,Undirected
user_456200,user_327627,1,Undirected
user_133197,user_301173,1,Undirected
user_256857,user_16660,1,Undirected
user_256857,user_126960,1,Undirected
user_256857,user_333355,1,Undirected
user_335000,user_200922,1,Undirected
user_335000,user_472049,1,Undirected
user_41087,user_342656,1,Undirected
user_472021,user_226738,1,Undirected
user_472021,user_153166,1,Undirected
user_437108,user_264138,1,Undirected
user_437108,user_115301,1,Undirected
user_264138,user_115301,1,Undirected
user_310405,user_263021,1,Undirected
user_310405,user_110780,1,Undirected
user_416562,user_220454,1,Undirected
user_416562,user_424834,1,Undirected
user_458232,user_341715,1,Undirected
user_458232,user_3698,1,Undirected
user_458232,user_444044,1,Undirected
user_458232,user_368057,1,Undirected
user_458232,user_283947,1,Undirected
user_224109,user_143659,1,Undirected
user_113018,user_436393,1,Undirected
user_113018,user_307830,1,Undirected
user_113018,user_482003,1,Undirected
user_86023,user_72034,1,Undirected
user_379684,user_41445,1,Undirected
user_379684,user_456564,1,Undirected
user_37695,user_393542,1,Undirected
user_215838,user_372426,1,Undirected
user_215838,user_362156,1,Undirected
user_8650,user_319341,1,Undirected
user_8650,user_488866,1,Undirected
user_8650,user_421615,1,Undirected
user_8650,user_6723,1,Undirected
user_8650,user_119141,1,Undirected
user_8650,user_379805,1,Undirected
user_371902,user_346914,1,Undirected
user_371902,user_426121,1,Undirected
user_372426,user_362156,1,Undirected
user_41445,user_456564,1,Undirected
user_346914,user_426121,1,Undirected
user_346914,user_238481,1,Undirected
user_196053,user_398328,1,Undirected
user_196053,user_441131,1,Undirected
user_482680,user_308697,1,Undirected
user_27654,user_393321,1,Undirected
user_103857,user_73895,1,Undirected
user_104566,user_260679,1,Undirected
user_469894,user_79735,1,Undirected
user_449714,user_304428,1,Undirected
user_229147,user_439465,1,Undirected
user_188292,user_155086,1,Undirected
user_306234,user_495009,1,Undirected
user_110780,user_139319,1,Undirected
user_198833,user_70703,1,Undirected
user_148368,user_478028,1,Undirected
user_148368,user_282910,1,Undirected
user_272980,user_225154,1,Undirected
user_303217,user_219683,1,Undirected
user_20997,user_168717,1,Undirected
user_20997,user_423762,1,Undirected
user_20997,user_487732,1,Undirected
user_20997,user_45162,1,Undirected
user_20997,user_231858,1,Undirected
user_20997,user_1008,1,Undirected
user_20997,user_127745,1,Undirected
user_20997,user_158732,1,Undirected
user_20997,user_284150,1,Undirected
user_20997,user_23833,1,Undirected
user_20997,user_284489,1,Undirected
user_20997,user_285729,1,Undirected
user_20997,user_26407,1,Undirected
user_20997,user_404058,1,Undirected
user_20997,user_246006,1,Undirected
user_72610,user_276854,1,Undirected
user_72326,user_105634,1,Undirected
user_72326,user_387906,1,Undirected
user_225977,user_265892,1,Undirected
user_453542,user_493066,1,Undirected
user_292434,user_173416,1,Undirected
user_229189,user_483399,1,Undirected
user_148319,user_315248,1,Undirected
user_103438,user_260763,1,Undirected
user_103438,user_199275,1,Undirected
user_476118,user_369334,1,Undirected
user_476118,user_9825,1,Undirected
user_476118,user_193386,1,Undirected
user_476118,user_143030,1,Undirected
user_366452,user_263149,1,Undirected
user_366452,user_202396,1,Undirected
user_263149,user_202396,1,Undirected
user_352787,user_469287,1,Undirected
user_352787,user_331579,1,Undirected
user_352787,user_15234,1,Undirected
user_469287,user_331579,1,Undirected
user_469287,user_15234,1,Undirected
user_23951,user_442353,1,Undirected
user_31933,user_170802,1,Undirected
user_331579,user_15234,1,Undirected
user_260763,user_199275,1,Undirected
user_369334,user_9825,1,Undirected
user_251260,user_3017,1,Undirected
user_251260,user_494363,1,Undirected
user_251260,user_110130,1,Undirected
user_444705,user_481650,1,Undirected
user_77983,user_363468,1,Undirected
user_77983,user_350379,1,Undirected
user_323114,user_491871,1,Undirected
user_322229,user_212873,1,Undirected
user_322229,user_194769,1,Undirected
user_322229,user_363735,1,Undirected
user_478490,user_198919,1,Undirected
user_478490,user_363554,1,Undirected
user_478490,user_99763,1,Undirected
user_478490,user_417993,1,Undirected
user_182068,user_484376,1,Undirected
user_182068,user_210266,1,Undirected
user_198919,user_363554,1,Undirected
user_278262,user_216600,1,Undirected
user_231826,user_328145,1,Undirected
user_66441,user_420404,1,Undirected
user_212873,user_194769,1,Undirected
user_212873,user_363735,1,Undirected
user_194769,user_363735,1,Undirected
user_420404,user_149577,1,Undirected
user_420404,user_368093,1,Undirected
user_312812,user_347705,1,Undirected
user_312812,user_248370,1,Undirected
user_40853,user_491476,1,Undirected
user_40853,user_478285,1,Undirected
user_40853,user_79560,1,Undirected
user_40853,user_362155,1,Undirected
user_40853,user_405215,1,Undirected
user_53220,user_57107,1,Undirected
user_491476,user_478285,1,Undirected
user_491476,user_79560,1,Undirected
user_491476,user_362155,1,Undirected
user_491476,user_405215,1,Undirected
user_478285,user_79560,1,Undirected
user_478285,user_362155,1,Undirected
user_478285,user_405215,1,Undirected
user_478285,user_277858,1,Undirected
user_154791,user_297356,1,Undirected
user_154791,user_158833,1,Undirected
user_154791,user_340117,1,Undirected
user_79560,user_362155,1,Undirected
user_79560,user_405215,1,Undirected
user_90735,user_127477,1,Undirected
user_295856,user_396178,1,Undirected
user_488567,user_118975,1,Undirected
user_291139,user_55917,1,Undirected
user_291139,user_271603,1,Undirected
user_291139,user_490594,1,Undirected
user_291139,user_317725,1,Undirected
user_428498,user_115243,1,Undirected
user_428498,user_417509,1,Undirected
user_428498,user_293738,1,Undirected
user_428498,user_8586,1,Undirected
user_428498,user_330479,1,Undirected
user_428498,user_415356,1,Undirected
user_380145,user_381840,1,Undirected
user_380145,user_309687,1,Undirected
user_9827,user_206034,1,Undirected
user_139800,user_369933,1,Undirected
user_21087,user_297114,1,Undirected
user_21087,user_369445,1,Undirected
user_157006,user_303014,1,Undirected
user_157006,user_46606,1,Undirected
user_149514,user_388960,1,Undirected
user_248280,user_376501,1,Undirected
user_300360,user_455223,1,Undirected
user_312610,user_461515,1,Undirected
user_189322,user_329696,1,Undirected
user_242348,user_260512,1,Undirected
user_242348,user_116054,1,Undirected
user_242348,user_9069,1,Undirected
user_242348,user_157034,1,Undirected
user_242348,user_254954,1,Undirected
user_242348,user_273115,1,Undirected
user_303014,user_46606,1,Undirected
